Company,Contact Name,Title,Department,Direct Phone,Mobile Phone,Corporate Phone,Email,City,State,PostalCode,LastVerifiedDate,ConfidenceScore
No Company Match,,,,,,,,,Koch Pipeline Co		6483 85th St S	Cottage Grove	MN	55016	651-459-2424		5 to 9	5,,,
,,,,,,,,,Kohl'S Distribution Ctr	FRC	3030 Airport East Rd	Macon	GA	31216	478-785-6000		100 to 249	100,,,
,,,,,,,,,KOPPERS		704 ATLANTIC AVE	VIDALIA	GA	30474	912-537-4188				3211	Sawmills and Wood Preservation	Yes	No	No	Brandi Collins	220,,,
,,,,,,,,,KOPPERS-CHANCEY		4509 HWY 341	CHAUNCEY	GA	31011	229-356-1052						Yes	No	Yes	Justin Spivey	220,,,
,,,,,,,,,KORDSA		4501 N ACCESS RD	CHATTANOOGA	TN	37415	423-643-2731				3259	Other Chemical Product and Preparation Manufacturing	Yes	No	Yes	Banton Price	475,,,
,,,,,,,,,Koyo Bearings Usa Llc		615 Torrington Rd	Dahlonega	GA	30533	706-864-7691		250 to 499	100,,,
,,,,,,,,,KPS,,,
,,,,,,,,,KRAEMER MINING & MATERIALS INC		1020 CLIFF RD W	BURNSVILLE	MN	55337							No	No	No	Marla Bailey	754,,,
,,,,,,,,,Kroger		2000 Anvil Block Road	FOREST PARK	GA	30298	(404) 915-0085						Yes	No	No	Chris Falcone	201,,,
,,,,,,,,,Kroger Atlanta Dc		2000 Anvil Block Rd	Forest Park	GA	30297	404-968-7533		100 to 249		4451	Grocery and Convenience Retailers	Yes	No	Yes	Chris Falcone	201,,,
No Company Match,,,,,,,,,KUBOTA KIE	KAM	1001 MCCLURE INDUSTRIAL DR	JEFFERSON	GA	30549					4238	Machinery,,,
Accessories,,,,,,,,,Kumho Tire Usa Inc	FRC	3051 Kumho Pkwy	Macon	GA	31216	478-781-5577		5 to 9	2,,,
No Company Match,,,,,,,,,L & S Electric	FRC; KAM	9300 Evergreen Blvd Nw	Minneapolis	MN	55433	763-780-3234		20 to 49	40,,,
,,,,,,,,,LAGRANGE SANITATION		107 PEGASUS PKWY	LAGRANGE	GA	30240							Yes	No	No	Matthew Sprouse	256,,,
and Technical Consulting Services	Yes	No	Yes	Bradley Beranek	0045M,,,,,,,,,Lake Country Power	FRC	8535 Park Ridge Dr	Mountain Iron	MN	55768	218-741-8137		100 to 249	100,,,
,,,,,,,,,Account Name	Matrix Partners	Address 1	City	State/Province	Postal Code	Main Phone	D.B.A	No. of Employees	Square Footage	NAICS Code	NAICS Description	Uniform Rental Customer	Fire Customer	Catalog Customer	UR User (Postal Code) (Postal Code)	UR Location Text (Postal Code) (Postal Code),,,
,,,,,,,,,3000 HMBLT YARD OFC		49TH BROOKLYN BLVD	MINNEAPOLIS	MN	55428	612-619-9491						Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,3D STORAGE		100 INDUSTRIAL DR STE 300	CARTERSVILLE	GA	30120							Yes	No	No	Mason Ramsey	71,,,
,,,,,,,,,3M - Staples		1030 5th St NE	Staples	MN	56479	(218) 894-2831						Yes	No	No	Caroline Horvath	0032K,,,
,,,,,,,,,3m Co		610 Brown County 19 N	Aberdeen	SD	57401	605-229-5002		500 to 999	100,,,
,,,,,,,,,3m Co	FRC	2115 S Broadway St	Alexandria	MN	56308	320-763-6521		250 to 499	100,,,
,,,,,,,,,736 EXPERIMENTAL DESIGN	KAM	4515 TAYLOR CIRCLE	DULUTH	MN	55811					4412	Other Motor Vehicle Dealers	Yes	No	No	Bradley Beranek	0045M,,,
,,,,,,,,,ABM BUILDING SOLUTIONS LLC		1005 WINDWARD RIDGE PKWY	ALPHARETTA	GA	30005	770-752-9777				2389	Other Specialty Trade Contractors	Yes	No	No	Joshua Bagley	0008M,,,
,,,,,,,,,ABM ELECTRICAL POWER SERV		1005 WINDWARD RIDGE PKWY	ALPHARETTA	GA	30005					2389	Other Specialty Trade Contractors	Yes	No	No	Joshua Bagley	0008M,,,
,,,,,,,,,ABM Facility Service		1000 Skc Dr	Covington	GA	30014	678-499-3809						Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,ABM/NBCU		5801 Peachtree Rd	Atlanta	GA	30341	(404) 948-7101						Yes	No	No	Joshua Bagley	0008M,,,
Synthetic Rubber,,,,,,,,,Accella Polyurethane Systems		100 Enterprise Dr	Cartersville	GA	30120	770-607-0755		10 to 19	20,,,
,,,,,,,,,Accraply Inc	GAM; EGAM	9350 W Broadway Ave	Minneapolis	MN	55445	763-557-1313		50 to 99	100,,,
and Bolt Manufacturing	Yes	No	Yes	Brett Johns	258,,,,,,,,,Accurus Aerospace Athens Llc	FRC	180 Trans Tech Dr	Athens	GA	30601	706-548-5009		100 to 249	100,,,
Equipment,,,,,,,,,Ace Equipment Co Inc		6348 Timber Ln	Blackshear	GA	31516	912-449-4355		10 to 19	10,,,
No Company Match,,,,,,,,,Ace Ethanol Llc	KAM	815 W Maple St	Stanley	WI	54768	715-644-2909		20 to 49	40,,,
,,,,,,,,,ACE INDUSTRIES	KAM	2707 US 84 BYPASS	THOMASVILLE	GA	31757	800-733-2231						Yes	No	No	Tim Long	438,,,
Equipment,,,,,,,,,Ace Industries Inc	KAM	1451 Broadway Ave	Braselton	GA	30517			10 to 19	10,,,
and Supplies Merchant Wholesalers	Yes	Yes	Yes	Joseph Paglia	258,,,,,,,,,Ace Industries Inc	KAM; CMAM	6295 Mcdonough Dr	Norcross	GA	30093	770-441-0898		50 to 99	100,,,
No Company Match,,,,,,,,,Acs Heating & Air Conditioning		2218 Hanfred Ln	Tucker	GA	30084	770-450-1539		20 to 49	5,,,
,,,,,,,,,Action Enviromental		2611 Congress Park Avenue	Athens	TN	37303	(423) 368-9061						Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,Active Minerals		121 Milledgeville Hwy	Gordon	GA	31031	478-628-5293						Yes	Yes	Yes	Peyton James	0058P,,,
Equipment,,,,,,,,,Adams Poultry		685 Jackie Dasher Rd	Glennville	GA	30427	912-654-1527		1 to 4	1,,,
,,,,,,,,,Adc-Advanced Digital Cable Inc		326 Airport Industrial Dr	Blairsville	GA	30512	706-835-1347		50 to 99	100,,,
,,,,,,,,,ADMAN ELECTRIC @ BASF		2120 Polymer Dr	Chattanooga	TN	37421	423-779-2595						Yes	No	No	Banton Price	475,,,
,,,,,,,,,ADMAN ELECTRIC @ WACKER		553 WACKER BLVD	CHARLESTON	TN	37310	423-255-1481				4246	Chemical and Allied Products Merchant Wholesalers	Yes	No	No	Scarlet Perez	475,,,
,,,,,,,,,ADT Form Repa L,,,
No Company Match,,,,,,,,,Advance Industrial Refrig		1765 Tobacco Rd	Augusta	GA	30906	706-364-0010		10 to 19	5,,,
,,,,,,,,,ADVANCED DISPOSAL		1064 FRANKE INDUSTRIAL DR	AUGUSTA	GA	30909	706-595-5843				3333	Commercial and Service Industry Machinery Manufacturing	Yes	No	Yes	Travis Riner	219,,,
,,,,,,,,,ADVANCED DRAINAGE SYSTEM		16234 13TH ST. NE	BUXTON	ND	58218	701-847-3111						Yes	No	Yes	Matthew Koshiol	0034K,,,
No Company Match,,,,,,,,,Advanced Drainage Systems		1005 Valley Dr	Perry	GA	31069	478-988-8010		20 to 49	10,,,
,,,,,,,,,Advanced Drainage Systems		400 South Industrial Blvd	Vienna	GA	31092	(229) 322-7624						Yes	No	No	Andrew Carlton	438,,,
,,,,,,,,,Advanced Drainage Systems Inc	FRC	3130 Verona Ave	Buford	GA	30518	614-658-0050						Yes	No	No	Joshua Bagley	0008M,,,
,,,,,,,,,Advanced Technology Services	KAM	951 Bankhead Hwy	WINDER	GA	30680	(770) 598-4556						Yes	No	No	Brett Johns	258,,,
No Company Match,,,,,,,,,Ag Tech Drainage		40536 Us Highway 71	Sauk Centre	MN	56378	320-351-4872		10 to 19	5,,,
,,,,,,,,,Agropur		719 N Main St	Le Sueur	MN	56058	507-665-3353				4452	Specialty Food Retailers	Yes	No	No	Isaac Hennen	754,,,
,,,,,,,,,Agy Holding Corp		2556 Wagener Rd	Aiken	SC	29801	803-648-8351		500 to 999	100,,,
,,,,,,,,,Air Liquide		1189 Henrico Rd	Conley	GA	30288	404-801-6567						Yes	Yes	No	Chris Falcone	201,,,
No Company Match,,,,,,,,,Airgas		73 Millard Farmer Ind Blvd	Newnan	GA	30263	770-251-5420		5 to 9	5,,,
No Company Match,,,,,,,,,Airgas	FRC	228 Development Dr	Stanley	WI	54768	715-644-0771		5 to 9	5,,,
No Company Match,,,,,,,,,Airgas	FRC	2516 Valentine Industrial Pkwy	Jefferson	GA	30549	706-693-4773		10 to 19	20,,,
No Company Match,,,,,,,,,Airgas	FRC	54 Biggs Rd	Ringgold	GA	30736	706-891-9385		5 to 9	5,,,
No Company Match,,,,,,,,,Airgas	FRC	1220 Gillionville Rd	Albany	GA	31707	229-432-0536		20 to 49	40,,,
No Company Match,,,,,,,,,Airgas	FRC	2929 Lanier Heights Rd	Macon	GA	31217	478-742-2170		5 to 9	5,,,
,,,,,,,,,Airgas		8620 100th St S	Cottage Grove	MN	55016	6127490320						Yes	No	No	Timothy Litwin	754,,,
,,,,,,,,,AIRGAS INC		3648 OAKCLIFF RD	DORAVILLE	GA	30340							Yes	No	No	Joseph Paglia	258,,,
,,,,,,,,,Airgas Inc,,,
No Company Match,,,,,,,,,Airgas National Welders	FRC	1221 New Savannah Rd	Augusta	GA	30901	706-724-1248		5 to 9	10,,,
No Company Match,,,,,,,,,Airgas South Inc		4551 N Access Rd	Chattanooga	TN	37415	423-870-7171		10 to 19	20,,,
No Company Match,,,,,,,,,Airgas Soutn Atlanta Plant	FRC	1311 Fulton Industrial Blvd Nw	Atlanta	GA	30336	(770) 739-2633		5 to 9	20,,,
No Company Match,,,,,,,,,Airgas Specialty Products	FRC	458 Farwell Ave	South St Paul	MN	55075	651-455-2266		1 to 4	5,,,
,,,,,,,,,Alan Wagoner		201 Enterprise Dr	SMYRNA	GA	30080	(706) 459-8637						Yes	No	No	Franco Palazzo	71,,,
No Company Match,,,,,,,,,Alatrade Foods Llc	CMAM	6 Downing Dr	Phenix City	AL	36869	334-664-2300		50 to 99	40,,,
,,,,,,,,,ALBANY TECHNICAL COLLEGE	MAM	1704 S Slappey Blvd	Albany	GA	31701	229-430-3500		250 to 499	100,,,
,,,,,,,,,A-Lert Construction		Peach Ct	Augusta	GA	30905	706-790-7555				2361	Residential Building Construction	Yes	No	No	Oscar Jessup	219,,,
,,,,,,,,,Alkegen		1695 Edgefield Rd	NORTH AUGUSTA	SC	29841	(803) 663-6693				3363	Motor Vehicle Parts Manufacturing	Yes	No	No	Travis Riner	219,,,
,,,,,,,,,All American Poly	FRC	135 Industrial Park Cir # A	Lawrenceville	GA	30046	770-338-8350		50 to 99	100,,,
,,,,,,,,,All Flex Flexible Circuits Llc	CMAM	1705 Cannon Ln	Northfield	MN	55057	507-663-7162		100 to 249	100,,,
,,,,,,,,,All Flex Solutions		1208 W 96th Street	MINNEAPOLIS	MN	55431	(507) 663-7162						No	No	No	Savana Garlick	0002K,,,
No Company Match,,,,,,,,,All Metals Trnsprtn-Logistics		100 All Metals Dr Sw	Cartersville	GA	30120	770-427-7379		20 to 49	40,,,
and Plumbing and Heating Equipment and Supplies Merchant Wholesalers	Yes	No	No	Jacob Carlson	0006K,,,,,,,,,Allete Clean Energy	FRC	1740 Us Highway 14	Lake Benton	MN	56149	507-368-9222		10 to 19	20,,,
,,,,,,,,,Alliance Ground International		4500 ASR Road	ATLANTA	GA	30320	(678) 230-3350				4881	Support Activities for Air Transportation	Yes	No	No	Richard Esdaile	201,,,
No Company Match,,,,,,,,,Alliance L,,,
No Company Match,,,,,,,,,Alliance Steel	FRC	81 Saint Anthony Pkwy # 1	Minneapolis	MN	55418	612-788-1193		1 to 4	1,,,
No Company Match,,,,,,,,,Alliance Steel Svc Co	FRC	115 31st Ave N	Minneapolis	MN	55411	612-588-2721		20 to 49	40,,,
,,,,,,,,,Allied Generators		PRIMARY_ADDRESS_1	Hermantown	MN	55811	651-770-3483				3353	Electrical Equipment Manufacturing	Yes	No	No	Bradley Beranek	0045M,,,
No Company Match,,,,,,,,,Allied Generators Inc		577 Shoreview Park Rd	St Paul	MN	55126	651-262-5770		5 to 9	2,,,
Street,,,,,,,,,Allied Paving Contractors Inc		132 Beck Rd	Pendergrass	GA	30567	706-693-4042		50 to 99	40,,,
,,,,,,,,,ALLIED WASTE SAFETY		725 44TH AVE N	MINNEAPOLIS	MN	55412	(612) 369-8338				3333	Commercial and Service Industry Machinery Manufacturing	Yes	No	No	Ashley Douglas	470,,,
No Company Match,,,,,,,,,Allina Health Home Health		800 E 28th St	Minneapolis	MN	55407	612-863-5967		10 to 19	2,,,
Construction,,,,,,,,,Alloy Hardfacing & Engineering		20425 Johnson Memorial Dr	Jordan	MN	55352	952-492-5569		20 to 49	40,,,
,,,,,,,,,Aludyne		1600 Northside Industrial BLVD	COLUMBUS	GA	31904	(706) 596-2334						Yes	No	No	Matthew Sprouse	256,,,
,,,,,,,,,ALUMA SYSTEMS INC		1098 GREAT SOUTHWEST PKWY	ATLANTA	GA	30336	404-699-0979						Yes	No	Yes	Taylor Piatt	0037K,,,
,,,,,,,,,AM Waste		131 Britt Waters Rd	Milledgeville	GA	31061	678-588-3325						Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,Amcor Packaging		445 Dividend Dr	Peachtree City	GA	30269	770-486-9095		100 to 249	100,,,
,,,,,,,,,American Crystal Sugar Co	FRC	2500 11th St N	Moorhead	MN	56560	218-287-3400		250 to 499	100,,,
,,,,,,,,,American Crystal Sugar Co	FRC	1020 Business Highway 2	East Grand Forks	MN	56721	218-773-1131		250 to 499	100,,,
,,,,,,,,,American Crystal Sugar Co		8152 Old Hwy 44	Drayton	ND	58225	701-454-6444		5 to 9		3113	Sugar and Confectionery Product Manufacturing	Yes	No	No	Matthew Koshiol	0034K,,,
No Company Match,,,,,,,,,American Proteins Inc		4705 Leland Dr	Cumming	GA	30041	770-886-2250		20 to 49	40,,,
,,,,,,,,,American Tank Maintenance Llc		331 Pea Ridge Road	Eatonton	GA	31024	(706) 816-3977		1 to 4	1 - 1,,,
No Company Match,,,,,,,,,American Welding & Gas		1909 Highway 12 W	Willmar	MN	56201	320-214-7581		1 to 4	2,,,
,,,,,,,,,AMERICAN WELDING & GAS		24 BALTIC AVE	SOUTH RANGE	MI	49963							Yes	No	No,,,
No Company Match,,,,,,,,,American Welding & Gas Inc		1346 Monad Rd	Billings	MT	59101	406-256-3344		5 to 9	5,,,
No Company Match,,,,,,,,,American Welding & Gas Inc		320 N 11th St	Billings	MT	59101	406-256-3330		10 to 19	20,,,
No Company Match,,,,,,,,,American Welding & Gas Inc		2500 16th St	Black Eagle	MT	59414	406-727-7390		5 to 9	5,,,
,,,,,,,,,AMERICAN WELDING AND GAS		204 COMMERCE ST	MISSOULA	MT	59808					4247	Petroleum and Petroleum Products Merchant Wholesalers	Yes	No	No,,,
,,,,,,,,,American Woodmark Corp		1017 Highway 42 S	Jackson	GA	30233	770-775-6013		250 to 499	100,,,
,,,,,,,,,Americold	FRC	21755 Cedar Ave	Lakeville	MN	55044	952-469-1221				4931	Warehousing and Storage	Yes	No	No	Isaac Hennen	754,,,
,,,,,,,,,AMERICOLD		1161 CANDLER RD	GAINESVILLE	GA	30507							Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Americold		3485 Empire Blvd Sw	ATLANTA	GA	30354	(470) 898-1050						Yes	No	No	Ryan Burns	0037K,,,
,,,,,,,,,Americold	FRC	7130 Winnetka Ave N	MINNEAPOLIS	MN	55428	(763) 535-5000				4931	Warehousing and Storage	Yes	No	No	Peter Andrews	470,,,
No Company Match,,,,,,,,,Americold		215 industrial park dr ne	CARTERSVILLE	GA	30121	(678) 230-4059				5416	Management,,,
,,,,,,,,,Americold		1680 Candler Rd	GAINESVILLE	GA	30501	(770) 548-3303				4931	Warehousing and Storage	Yes	No	No	Michael Joseph	258,,,
,,,,,,,,,Americold - Skygate		500 John F Varly Ct	ATLANTA	GA	30336	(404) 460-4728						Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,Americold - Southgate		1845 Westgate Pkwy	ATLANTA	GA	30336	(404) 629-2430				4931	Warehousing and Storage	Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,Americold - Tradewater		6500 Tradewater Pkwy	ATLANTA	GA	30336	(404) 268-7466						Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,Americold - Westgate		1740 Westgate Pkwy	ATLANTA	GA	30336	(678) 983-9352				4931	Warehousing and Storage	Yes	No	No	Taylor Piatt	0037K,,,
No Company Match,,,,,,,,,Americold Gateway		6150 Xavier Drive SW	ATLANTA	GA	30336	(404) 502-6820				5416	Management,,,
No Company Match,,,,,,,,,Americold Logistics	FRC	240 Chester St	St Paul	MN	55107	651-227-0741		5 to 9	5,,,
No Company Match,,,,,,,,,Americold Logistics	FRC	86 Jackson Concourse	Pendergrass	GA	30567	706-693-4100		50 to 99	40,,,
,,,,,,,,,AMERICOLD LOGISTICS		86 JACKSON CONCOURSE	PENDERGRASS	GA	30567	(770) 693-4100						No	No	No	Michael Joseph	258,,,
,,,,,,,,,Americold Logistics Llc	GAM; EGAM	10 Glenlake Pkwy # 800	Atlanta	GA	30328	678-441-1400		100 to 249	100,,,
,,,,,,,,,Americraft carton inc		403 E Fillmore Ave	St Paul	MN	55107	6512515424				3222	Converted Paper Product Manufacturing	Yes	No	No	Christian Karalunas	0021M,,,
,,,,,,,,,Amerimax Diversified Products	FRC; EGAM	4455 River Green Pkwy	Duluth	GA	30096	770-641-1052		50 to 99	100,,,
,,,,,,,,,Amerisource Bergen Dstrbtn	FRC	500 Innovation Blvd	Shakopee	MN	55379	952-228-5438		50 to 99	100,,,
,,,,,,,,,Amerit Fleet		2856 Sullivan Rd	College Park	GA	30337	6155430466						Yes	No	No	Ryan Burns	0037K,,,
,,,,,,,,,AMITY TECHNOLOGY		415 27TH ST NW	FARGO	ND	58102	701-232-4199						No	No	No	Gavin Baumgartner	0034K,,,
,,,,,,,,,Ampacet Corp	FRC	100 Ampacet Dr	Cartersville	GA	30120	770-387-0060		50 to 99	100,,,
,,,,,,,,,AMPI JIM FALLS-INTAKE	KAM	14193 COUTNY HWY 55	JIM FALLS	WI	54748	715-382-4113				1121	Cattle Ranching and Farming	Yes	No	No	Tyler Lee	0016K,,,
No Company Match,,,,,,,,,Ampro Products Inc		2305 Okelly Rd	Gainesville	GA	30507	770-535-7207		20 to 49	40,,,
,,,,,,,,,Anchor Block Co	FRC	13450 Johnson Memorial Dr	Shakopee	MN	55379	952-351-9630		50 to 99	100,,,
,,,,,,,,,ANCHOR GLASS CONTAINER		1087 BOOTH RD	WARNER ROBINS	GA	31088	478-922-4271				3272	Glass and Glass Product Manufacturing	Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,Anchor Glass Container	FRC	1044 Booth Rd	Warner Robins	GA	31088	478-922-4271		250 to 499	100,,,
No Company Match,,,,,,,,,Anchor Iron Co	FRC	12358 Boone Ave	Savage	MN	55378	952-445-3030		5 to 9	10,,,
,,,,,,,,,Anheuser-Busch Brewery		100 Busch Dr Ne	Cartersville	GA	30121	770-386-2000		500 to 999	100,,,
,,,,,,,,,ANNANDALE SENIOR HIGH SCHOOL	MAM	855 Hemlock St E	Annandale	MN	55302	320-274-8208		100 to 249	100,,,
Air-Conditioning,,,,,,,,,Anthony International		1101 Sovis Rd	Madison	GA	30650	706-342-9300		50 to 99	100,,,
No Company Match,,,,,,,,,APAC-MIDSOUTH		901 BIRMINGHAM HWY	CHATTANOOGA	TN	37419	706-483-9733				2373	Highway,,,
,,,,,,,,,Apothecary Products Llc	FRC	11750 12th Ave S	Burnsville	MN	55337	952-890-1940		100 to 249	100,,,
Equipment,,,,,,,,,Aqseptence Group,,,
No Company Match,,,,,,,,,Aqua Terra	KAM	710 Moore St	Oxford	GA	30054	678-625-4025		5 to 9	2,,,
,,,,,,,,,Archaea Energy	KAM	5700 Lexington Rd	WINTERVILLE	GA	30683	(706) 338-2763						Yes	No	No	Brett Johns	258,,,
and Artificial and Synthetic Fibers and Filaments Manufacturing	Yes	No	Yes	Charles Madden	0045M,,,,,,,,,Arclin Inc	FRC	15859 Dyno Dr	Hayward	WI	54843	715-634-5057		50 to 99	100,,,
,,,,,,,,,ARDENT MILLS		905 W MARION ST	LAKE CITY	MN	55041	651-345-3351						Yes	No	No	Timothy Litwin	754,,,
No Company Match,,,,,,,,,Ari	FRC	2523 S Mcdonough Rd	Orchard Hill	GA	30266	770-227-8223		20 to 49	40,,,
Equipment,,,,,,,,,Arnold'S Of Glencoe Inc		655 Lindbergh Trl	Glencoe	MN	55336	320-864-5531		20 to 49	20,,,
,,,,,,,,,Arnolds Septic Tank Service		3466 Hightower Trail Rd	Conyers	GA	30012	770-483-8542				2123	Nonmetallic Mineral Mining and Quarrying	Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,ARNT CONSTRUCTION		2200 PHELPS RD	HUGO	MN	55038	651-426-1296						Yes	No	Yes	Briana Miller	0021M,,,
,,,,,,,,,Artisan Ind Service Inc		111 Wansley Dr	Cartersville	GA	30121	770-606-1777				3399	Other Miscellaneous Manufacturing	Yes	No	Yes	Mason Ramsey	71,,,
,,,,,,,,,ARYZTA	CMAM	4075 NOREX DR	CHASKA	MN	55318	952-368-3131						Yes	No	No	Ashley Douglas	470,,,
No Company Match,,,,,,,,,Asama Coldwater Manufacturing	FRC	975 Thomson Hwy	Warrenton	GA	30828	706-699-3862		1 to 4	1,,,
No Company Match,,,,,,,,,Asc Construction		3779 Ryder Blvd	BUFORD	GA	30519	678-318-9533		20 to 49	20,,,
,,,,,,,,,Ascend Elements		9176 Industrial Dr	Covington	GA	30014	(470) 441-7116						Yes	No	No	Heather Forbes	201,,,
,,,,,,,,,Ascendum	KAM	4807 Harrison Rd	MACON	GA	31207	(478) 297-2219						Yes	No	No	Peyton James	0058P,,,
,,,,,,,,,Ascendum	KAM	7829 Lee Highway	CHATTANOOGA	TN	37421	(423) 308-7940						Yes	No	No	Banton Price	475,,,
No Company Match,,,,,,,,,Ascendum Machinery	KAM	3779 Ryder Blvd.	BUFORD	GA	30519	(678) 928-1832				4238	Machinery,,,
,,,,,,,,,ASOS/DHL		4505 DERRICK INDUSTRIAL P	UNION CITY	GA	30349	937-694-2749						Yes	No	Yes	Ryan Burns	0037K,,,
and Supplies Merchant Wholesalers	Yes	No	No	Marla Bailey	754,,,,,,,,,Aspen Equipment	KAM	9150 Pillsbury Ave S	Minneapolis	MN	55420	952-888-2525		50 to 99	100,,,
and Technical Services	Yes	No	No	Peter Andrews	470,,,,,,,,,Aspen Research Corp	FRC	8401 Jefferson Hwy	Maple Grove	MN	55369	651-842-6100		50 to 99	100,,,
,,,,,,,,,Associated Milk Producers Inc	FRC; KAM	200 W Railroad St	Paynesville	MN	56362	320-243-3794		50 to 99	100,,,
,,,,,,,,,ASSOCIATED MILK PRODUCERS INC	KAM	312 CENTER ST	NEW ULM	MN	56073							Yes	No	No	Isaac Hennen	754,,,
No Company Match,,,,,,,,,Athens Utilities Board	FRC	100 New Englewood Rd	Athens	TN	37303	423-745-4501		50 to 99	100,,,
,,,,,,,,,Atlanta Cheesecake Company	CMAM	1300 Shiloh Rd Nw # A	KENNESAW	GA	30144	(770) 427-4896				3115	Dairy Product Manufacturing	Yes	No	No	Kaitlin Cox	71,,,
000+	7211	Traveler Accommodation	Yes	Yes	No	Ryan Burns	0037K,,,,,,,,,Atlanta Marriott Marquis	MAM; GAM; EGAM	265 Peachtree Center Ave NE	Atlanta	GA	30303	404-521-0000		1,,,
No Company Match,,,,,,,,,Atlas Copco Rental		12169 Liberty Dr	Covington	GA	30014	770-385-6100		5 to 9	5,,,
Equipment,,,,,,,,,Atlas Copso Customer Ctr	GAM; EGAM	7800 3rd St N # 700	Oakdale	MN	55128			5 to 9	2,,,
,,,,,,,,,Atlas Roofing	FRC	100 Pine View Dr	Hampton	GA	30228	770-946-4571		100 to 249	100,,,
,,,,,,,,,ATS SITE 476	KAM	1262 W MAIN	RIVERSIDE	ND	58078							Yes	No	No	Matthew Koshiol	0034K,,,
,,,,,,,,,ATS-Advanced Tech Service	KAM	1451 Marvin Griffin Rd	Augusta	GA	30906	706-771-4642						Yes	No	No	Oscar Jessup	219,,,
,,,,,,,,,ATS-ADVANCED TECH SERVICE	KAM	3990 OLD TASSO RD NE	CLEVELAND	TN	37312							Yes	No	No	Scarlet Perez	475,,,
No Company Match,,,,,,,,,Augusta Industrial Svc Inc		15 Lovers Ln	Augusta	GA	30901	706-798-8437		20 to 49	10,,,
Equipment,,,,,,,,,Aurelius Manufacturing Co	FRC	220 8th St Sw	Braham	MN	55006	320-396-3343		20 to 49	40,,,
,,,,,,,,,AUSTELL BOXBOARD		3298 JOE JERKINS BLVD	AUSTELL	GA	30106							Yes	No	No	Taylor Piatt	0037K,,,
,,,,,,,,,AUSTELL BOXBOARD		3100 JOE JERKINS BLVD	AUSTELL	GA	30106							Yes	No	No	Taylor Piatt	0037K,,,
Heat Treating,,,,,,,,,Aveka	FRC	2045 Wooddale Dr	St Paul	MN	55125	651-730-1729		50 to 99	100,,,
and Gift Retailers	Yes	No	No	Richard Esdaile	201,,,,,,,,,Avery Dennison Corp	KAM	513 Highway 74 S	Peachtree City	GA	30269	770-487-7516		100 to 249	100,,,
No Company Match,,,,,,,,,Avon Plastics		210 Ampe Dr	Paynesville	MN	56362	320-243-7318		5 to 9	10,,,
,,,,,,,,,AWG		2320 N 7TH AVE # B	BOZEMAN	MT	59715					4247	Petroleum and Petroleum Products Merchant Wholesalers	Yes	No	No,,,
,,,,,,,,,Axalta	FRC	48 Northern Stacks	Fridley	MN	55421	336-870-6734						Yes	No	No	Peter Andrews	470,,,
,,,,,,,,,Axmen - Frenchtown		16440 Frenchtown Frontage Road	FRENCHTOWN	MT	59834	(406) 626-2490				4247	Petroleum and Petroleum Products Merchant Wholesalers	Yes	No	No	Jonathan Franklin,,,
,,,,,,,,,Axmen - Plains		6607 MT 200	PLAINS	MT	59859	(406) 675-2200						Yes	No	No	Jonathan Franklin,,,
,,,,,,,,,Axmen - Polsonan		47492 US 93	POLSON	MT	59860	(406) 676-2200						Yes	No	No	Jonathan Franklin,,,
,,,,,,,,,Axmen - Victor		2714 US Highway 93 N	VICTOR	MT	59875	(406) 642-6071				4247	Petroleum and Petroleum Products Merchant Wholesalers	Yes	No	No	Jacob Carlson	0032K,,,
,,,,,,,,,AZZ WSI LLC		560 HORIZON DR STE 100	SUWANEE	GA	30024	678-728-9100						Yes	No	Yes	Michael Joseph	258,,,
No Company Match,,,,,,,,,B & B Oil Co		2906 N Martin St	Atlanta	GA	30344	404-768-7700		20 to 49	40,,,
,,,,,,,,,Baldinger Baking Co		1256 Phalen Blvd	St Paul	MN	55106	651-224-5761		50 to 99	100,,,
,,,,,,,,,BALDOR ELECTRIC COMPANY		195 COLLINS INDUSTRIAL BL	ATHENS	GA	30601	7063554500				3353	Electrical Equipment Manufacturing	Yes	No	No	Brett Johns	258,,,
,,,,,,,,,Balfour Lumber Co Inc	FRC	800 W Clay St	Thomasville	GA	31792	229-226-0611		100 to 249	100,,,
,,,,,,,,,Ball Aluminum Cup		106 Ball Dr	ROME	GA	30161	(706) 802-6400						Yes	No	No	Mason Ramsey	71,,,
,,,,,,,,,BARRON COUNTY HWY DEPT		HWY 25	BARRON	WI	54812	715-637-6772						Yes	No	No	Tyler Lee	0016K,,,
,,,,,,,,,BARTON SAND & GRAVEL		8280 REVERE LN N	MAPLE GROVE	MN	55369					8111	Automotive Repair and Maintenance	Yes	No	No	Peter Andrews	470,,,
